"
Time","
Stock Daily Close - Unadjusted Prices USA OTC OTC Bulletin Board Markets IWSY Imageware Systems Inc  -   - USD"
"20060619",1.7
"20060620",1.92
"20060621",1.95
"20060622",2.04
"20060623",1.91
"20060626",1.91
"20060627",1.89
"20060628",1.92
"20060629",1.98
"20060630",1.94
"20060703",2.0
"20060705",2.0
"20060706",2.08
"20060707",2.03
"20060710",2.13
"20060711",2.07
"20060712",2.03
"20060713",2.08
"20060714",2.06
"20060717",2.14
"20060718",2.13
"20060719",2.05
"20060720",1.94
"20060721",1.84
"20060724",1.94
"20060725",1.87
"20060726",1.99
"20060727",1.98
"20060728",1.9
"20060731",1.97
"20060801",1.95
"20060802",1.94
"20060803",1.83
"20060804",1.86
"20060807",1.88
"20060808",1.81
"20060809",1.74
"20060810",1.79
"20060811",1.7
"20060814",1.7
"20060815",1.72
"20060816",1.71
"20060817",1.72
"20060818",1.71
"20060821",1.6
"20060822",1.6
"20060823",1.57
"20060824",1.57
"20060825",1.52
"20060828",1.43
"20060829",1.53
"20060830",1.5
"20060831",1.58
"20060901",1.5
"20060905",1.5
"20060906",1.45
"20060907",1.5
"20060908",1.4
"20060911",1.22
"20060912",1.37
"20060913",1.42
"20060914",1.4
"20060915",1.35
"20060918",1.38
"20060919",1.75
"20060920",1.6
"20060921",1.7
"20060922",1.96
"20060925",2.02
"20060926",1.93
"20060927",1.92
"20060928",1.92
"20060929",1.96
"20061002",1.92
"20061003",1.82
"20061004",1.86
"20061005",1.8
"20061006",1.84
"20061009",1.81
"20061010",1.8
"20061011",1.89
"20061012",1.86
"20061013",1.95
"20061016",1.99
"20061017",1.98
"20061018",1.83
"20061019",1.87
"20061020",1.78
"20061023",1.8
"20061024",1.95
"20061025",1.94
"20061026",1.93
"20061027",1.88
"20061030",1.85
"20061031",1.89
"20061101",1.83
"20061102",1.75
"20061103",1.83
"20061106",1.83
"20061107",1.65
"20061108",1.63
"20061109",1.49
"20061110",1.41
"20061113",1.5
"20061114",1.45
"20061115",1.48
"20061116",1.42
"20061117",1.47
"20061120",1.4
"20061121",1.43
"20061122",1.41
"20061124",1.43
"20061127",1.32
"20061128",1.37
"20061129",1.44
"20061130",1.45
"20061201",1.45
"20061204",1.41
"20061205",1.31
"20061206",1.25
"20061207",1.41
"20061208",1.36
"20061211",1.34
"20061212",1.38
"20061213",1.34
"20061214",1.34
"20061215",1.37
"20061218",1.37
"20061219",1.38
"20061220",1.4
"20061221",1.54
"20061222",1.71
"20061226",1.61
"20061227",1.58
"20061228",1.55
"20061229",1.7
"20070103",1.59
"20070104",1.61
"20070105",1.63
"20070108",1.69
"20070109",1.69
"20070110",1.7
"20070111",1.75
"20070112",1.8
"20070116",1.79
"20070117",1.7
"20070118",1.64
"20070119",1.69
"20070122",1.7
"20070123",1.7
"20070124",1.74
"20070125",1.72
"20070126",1.78
"20070129",1.74
"20070130",1.7
"20070131",1.5
"20070201",1.6
"20070202",1.55
"20070205",1.65
"20070206",1.6
"20070207",1.53
"20070208",1.57
"20070209",1.56
"20070212",1.54
"20070213",1.53
"20070214",1.6
"20070215",1.61
"20070216",1.63
"20070220",1.74
"20070221",1.75
"20070222",1.71
"20070223",1.85
"20070226",2.1
"20070227",1.99
"20070228",2.09
"20070301",2.15
"20070302",2.3
"20070305",2.25
"20070306",2.12
"20070307",2.22
"20070308",2.19
"20070309",2.23
"20070312",2.22
"20070313",2.14
"20070314",2.11
"20070315",2.28
"20070316",2.57
"20070319",2.57
"20070320",2.69
"20070321",2.68
"20070322",2.69
"20070323",2.69
"20070326",2.59
"20070327",2.49
"20070328",2.43
"20070329",2.29
"20070330",2.43
"20070402",2.46
"20070403",2.49
"20070404",2.47
"20070405",2.37
"20070409",2.36
"20070410",2.28
"20070411",2.32
"20070412",2.55
"20070413",2.68
"20070416",2.7
"20070417",2.67
"20070418",2.62
"20070419",2.68
"20070420",2.65
"20070423",2.57
"20070424",2.53
"20070425",2.55
"20070426",2.49
"20070427",2.45
"20070430",2.46
"20070501",2.42
"20070502",2.48
"20070503",2.55
"20070504",2.56
"20070507",2.47
"20070508",2.5
"20070509",2.48
"20070510",2.55
"20070511",2.68
"20070514",2.5
"20070515",2.49
"20070516",2.35
"20070517",2.38
"20070518",2.45
"20070521",2.38
"20070522",2.47
"20070523",2.49
"20070524",2.55
"20070525",2.52
"20070529",2.43
"20070530",2.39
"20070531",2.33
"20070601",2.34
"20070604",2.29
"20070605",2.39
"20070606",2.38
"20070607",2.36
"20070608",2.43
"20070611",2.39
"20070612",2.36
"20070613",2.33
"20070614",2.37
"20070615",2.31
"20070618",2.25
"20070619",2.29
"20070620",2.26
"20070621",2.3
"20070622",2.3
"20070625",2.3
"20070626",2.28
"20070627",2.28
"20070628",2.16
"20070629",2.21
"20070702",2.14
"20070703",2.1
"20070705",1.75
"20070706",1.93
"20070709",1.84
"20070710",1.81
"20070711",1.83
"20070712",1.67
"20070713",1.85
"20070716",1.94
"20070717",2.02
"20070718",2.06
"20070719",2.01
"20070720",2.0
"20070723",2.0
"20070724",1.95
"20070725",1.87
"20070726",1.76
"20070727",1.72
"20070730",1.72
"20070731",1.69
"20070801",1.7
"20070802",1.66
"20070803",1.65
"20070806",1.68
"20070807",1.66
"20070808",1.69
"20070809",1.7
"20070810",1.5
"20070813",1.58
"20070814",1.65
"20070815",1.8
"20070816",1.61
"20070817",1.6
"20070820",1.65
"20070821",1.6
"20070822",1.6
"20070823",1.6
"20070824",1.6
"20070827",1.65
"20070828",1.65
"20070829",1.6
"20070830",1.99
"20070831",1.89
"20070904",1.85
"20070905",1.85
"20070906",1.82
"20070907",1.82
"20070910",1.79
"20070911",1.7
"20070912",1.61
"20070913",1.68
"20070914",1.7
"20070917",1.65
"20070918",1.7
"20070919",1.78
"20070920",1.77
"20070921",1.7
"20070924",1.67
"20070925",1.72
"20070926",1.68
"20070927",1.61
"20070928",1.62
"20071001",1.6
"20071002",1.6
"20071003",1.61
"20071004",1.57
"20071005",1.62
"20071008",1.63
"20071009",1.65
"20071010",1.75
"20071011",1.74
"20071012",1.68
"20071015",1.75
"20071016",1.66
"20071017",1.6
"20071018",1.55
"20071019",1.63
"20071022",1.64
"20071023",1.61
"20071024",1.64
"20071025",1.6
"20071026",1.65
"20071029",1.6
"20071030",1.62
"20071031",1.66
"20071101",1.62
"20071102",1.62
"20071105",1.64
"20071106",1.6
"20071107",1.57
"20071108",1.61
"20071109",1.67
"20071112",1.65
"20071113",1.68
"20071114",1.65
"20071115",1.6
"20071116",1.58
"20071119",1.59
"20071120",1.6
"20071121",1.5
"20071123",1.5
"20071126",1.54
"20071127",1.54
"20071128",1.55
"20071129",1.66
"20071130",1.6
"20071203",1.55
"20071204",1.6
"20071205",1.57
"20071206",1.55
"20071207",1.54
"20071210",1.79
"20071211",1.78
"20071212",1.68
"20071213",1.63
"20071214",1.61
"20071217",1.58
"20071218",1.5
"20071219",1.54
"20071220",1.65
"20071221",1.63
"20071224",1.6
"20071226",1.69
"20071227",1.65
"20071228",1.64
"20071231",1.53
"20080102",1.45
"20080103",1.49
"20080104",1.48
"20080107",1.52
"20080108",1.51
"20080109",1.55
"20080110",1.57
"20080111",1.44
"20080114",1.53
"20080115",1.54
"20080116",1.54
"20080117",1.55
"20080118",1.55
"20080122",1.48
"20080123",1.41
"20080124",1.43
"20080125",1.5
"20080128",1.53
"20080129",1.5
"20080130",1.48
"20080131",1.47
"20080201",1.49
"20080204",1.51
"20080205",1.53
"20080206",1.5
"20080207",1.49
"20080208",1.45
"20080211",1.49
"20080212",1.49
"20080213",1.51
"20080214",1.48
"20080215",1.53
"20080219",1.46
"20080220",1.46
"20080221",1.32
"20080222",1.31
"20080225",1.34
"20080226",1.34
"20080227",1.3
"20080228",1.38
"20080229",1.38
"20080303",1.35
"20080304",1.3
"20080305",1.28
"20080306",1.22
"20080307",1.19
"20080310",1.12
"20080311",1.19
"20080312",1.23
"20080313",1.15
"20080314",1.2
"20080317",1.18
"20080318",1.19
"20080319",1.15
"20080320",1.14
"20080324",1.1
"20080325",1.06
"20080326",1.15
"20080327",1.06
"20080328",1.04
"20080331",0.95
"20080401",1.07
"20080402",1.03
"20080403",1.04
"20080404",1.05
"20080407",1.12
"20080408",1.12
"20080409",1.12
"20080410",1.12
"20080411",1.09
"20080414",1.05
"20080415",1.06
"20080416",0.98
"20080417",0.95
"20080418",0.96
"20080421",0.7
"20080422",0.73
"20080423",0.74
"20080424",0.7
"20080425",0.75
"20080428",0.75
"20080429",0.75
"20080430",0.74
"20080501",0.7
"20080502",0.66
"20080505",0.66
"20080506",0.66
"20080507",0.66
"20080508",0.69
"20080509",0.55
"20080512",0.6
"20080513",0.65
"20080514",0.72
"20080515",0.65
"20080516",0.6
"20080519",0.8
"20080520",0.64
"20080521",0.65
"20080522",0.56
"20080523",0.54
"20080527",0.52
"20080528",0.5
"20080529",0.38
"20080530",0.55
"20080602",0.6
"20080603",0.65
"20080604",0.65
"20080605",0.64
"20080606",0.63
"20080609",0.65
"20080610",0.65
"20080611",0.64
"20080612",0.56
"20080613",0.55
"20080616",0.58
"20080617",0.56
"20080618",0.65
"20080619",0.7
"20080620",0.75
"20080623",0.65
"20080624",0.7
"20080625",0.74
"20080626",0.71
"20080627",0.79
"20080630",0.68
"20080701",0.68
"20080702",0.65
"20080703",0.7
"20080707",0.56
"20080708",0.56
"20080709",0.6
"20080710",0.6
"20080711",0.56
"20080714",0.54
"20080715",0.65
"20080716",0.7
"20080717",0.52
"20080718",0.52
"20080721",0.51
"20080722",0.51
"20080723",0.51
"20080724",0.51
"20080725",0.51
"20080728",0.51
"20080729",0.51
"20080730",0.51
"20080731",0.45
"20080801",0.5
"20080804",0.5
"20080805",0.5
"20080806",0.42
"20080807",0.52
"20080808",0.4
"20080811",0.45
"20080812",0.45
"20080813",0.5
"20080814",0.53
"20080815",0.57
"20080818",0.5
"20080819",0.5
"20080820",0.54
"20080821",0.53
"20080822",0.52
"20080825",0.49
"20080826",0.42
"20080827",0.45
"20080828",0.45
"20080829",0.45
"20080902",0.44
"20080903",0.4
"20080904",0.42
"20080905",0.44
"20080908",0.51
"20080909",0.45
"20080910",0.5
"20080911",0.49
"20080912",0.49
"20080915",0.49
"20080916",0.51
"20080917",0.45
"20080918",0.4
"20080919",0.43
"20080922",0.44
"20080923",0.41
"20080924",0.45
"20080925",0.48
"20080926",0.48
"20080929",0.5
"20080930",0.43
"20081001",0.48
"20081002",0.41
"20081003",0.39
"20081006",0.3
"20081007",0.35
"20081008",0.3
"20081009",0.3
"20081010",0.3
"20081013",0.27
"20081014",0.24
"20081015",0.21
"20081016",0.22
"20081017",0.25
"20081020",0.29
"20081021",0.28
"20081022",0.28
"20081023",0.32
"20081024",0.29
"20081027",0.27
"20081028",0.25
"20081029",0.25
"20081030",0.3
"20081031",0.3
"20081103",0.3
"20081104",0.3
"20081105",0.3
"20081106",0.3
"20081107",0.27
"20081110",0.27
"20081111",0.26
"20081112",0.23
"20081113",0.22
"20081114",0.17
"20081117",0.21
"20081118",0.2
"20081119",0.23
"20081120",0.21
"20081121",0.28
"20081124",0.27
"20081125",0.26
"20081126",0.28
"20081128",0.29
"20081201",0.28
"20081202",0.25
"20081203",0.25
"20081204",0.28
"20081205",0.26
"20081208",0.25
"20081209",0.28
"20081210",0.24
"20081211",0.24
"20081212",0.24
"20081215",0.2
"20081216",0.2
"20081217",0.18
"20081218",0.2
"20081219",0.25
"20081222",0.18
"20081223",0.12
"20081224",0.08
"20081226",0.15
"20081229",0.1
"20081230",0.09
"20081231",0.14
"20090102",0.2
"20090105",0.2
"20090106",0.19
"20090107",0.19
"20090108",0.19
"20090109",0.19
"20090112",0.16
"20090113",0.16
"20090114",0.16
"20090115",0.16
"20090116",0.14
"20090120",0.16
"20090121",0.16
"20090122",0.14
"20090123",0.2
"20090126",0.29
"20090127",0.2
"20090128",0.21
"20090129",0.2
"20090130",0.17
"20090202",0.21
"20090203",0.21
"20090204",0.18
"20090205",0.2
"20090206",0.22
"20090209",0.2
"20090210",0.2
"20090211",0.19
"20090212",0.19
"20090213",0.2
"20090217",0.18
"20090218",0.18
"20090219",0.18
"20090220",0.2
"20090223",0.2
"20090224",0.18
"20090225",0.18
"20090226",0.2
"20090227",0.2
"20090302",0.2
"20090303",0.2
"20090304",0.2
"20090305",0.21
"20090306",0.21
"20090309",0.2
"20090310",0.2
"20090311",0.21
"20090312",0.25
"20090313",0.3
"20090316",0.3
"20090317",0.3
"20090318",0.3
"20090319",0.3
"20090320",0.21
"20090323",0.22
"20090324",0.25
"20090325",0.25
"20090326",0.3
"20090327",0.25
"20090330",0.25
"20090331",0.2
"20090401",0.3
"20090402",0.2
"20090403",0.45
"20090406",0.41
"20090407",0.25
"20090408",0.23
"20090409",0.23
"20090413",0.25
"20090414",0.25
"20090415",0.25
"20090416",0.25
"20090417",0.24
"20090420",0.22
"20090421",0.23
"20090422",0.23
"20090423",0.23
"20090424",0.23
"20090427",0.26
"20090428",0.25
"20090429",0.22
"20090430",0.23
"20090501",0.23
"20090504",0.23
"20090505",0.22
"20090506",0.22
"20090507",0.21
"20090508",0.22
"20090511",0.3
"20090512",0.23
"20090513",0.23
"20090514",0.25
"20090515",0.25
"20090518",0.28
"20090519",0.28
"20090520",0.28
"20090521",0.26
"20090522",0.26
"20090526",0.26
"20090527",0.31
"20090528",0.31
"20090529",0.3
"20090601",0.3
"20090602",0.28
"20090603",0.28
"20090604",0.23
"20090605",0.3
"20090608",0.26
"20090609",0.24
"20090610",0.24
"20090611",0.23
"20090612",0.22
"20090615",0.22
"20090616",0.21
"20090617",0.22
"20090618",0.58
"20090619",0.51
"20090622",0.51
"20090623",0.6
"20090624",0.53
"20090625",0.6
"20090626",0.69
"20090629",0.65
"20090630",0.69
"20090701",0.62
"20090702",0.62
"20090706",0.6
"20090707",0.65
"20090708",0.72
"20090709",0.68
"20090710",0.7
"20090713",0.7
"20090714",0.7
"20090715",0.75
"20090716",0.8
"20090717",0.9
"20090720",0.95
"20090721",0.9
"20090722",0.93
"20090723",0.94
"20090724",0.94
"20090727",0.95
"20090728",0.77
"20090729",0.77
"20090730",0.75
"20090731",0.7
"20090803",0.65
"20090804",0.65
"20090805",0.65
"20090806",0.65
"20090807",0.65
"20090810",0.65
"20090811",0.56
"20090812",0.5
"20090813",0.52
"20090814",0.52
"20090817",0.5
"20090818",0.45
"20090819",0.5
"20090820",0.5
"20090821",0.5
"20090824",0.55
"20090825",0.54
"20090826",0.6
"20090827",0.61
"20090828",0.61
"20090831",0.63
"20090901",0.65
"20090902",0.65
"20090903",0.75
"20090904",0.85
"20090908",0.85
"20090909",0.8
"20090910",0.85
"20090911",0.85
"20090914",0.8
"20090915",0.95
"20090916",0.9
"20090917",0.8
"20090918",0.75
"20090921",0.71
"20090922",0.71
"20090923",0.7
"20090924",0.75
"20090925",0.65
"20090928",0.75
"20090929",0.75
"20090930",0.7
"20091001",0.7
"20091002",0.6
"20091005",0.7
"20091006",0.7
"20091007",0.77
"20091008",0.8
"20091009",0.88
"20091012",0.88
"20091013",0.88
"20091014",0.88
"20091015",0.8
"20091016",0.88
"20091019",0.78
"20091020",0.75
"20091021",0.7
"20091022",0.69
"20091023",0.75
"20091026",0.75
"20091027",0.75
"20091028",0.75
"20091029",0.77
"20091030",0.76
"20091102",0.76
"20091103",0.75
"20091104",0.68
"20091105",0.72
"20091106",0.78
"20091109",0.75
"20091110",0.7
"20091111",0.79
"20091112",0.79
"20091113",0.76
"20091116",0.76
"20091117",0.76
"20091118",0.64
"20091119",0.7
"20091120",0.7
"20091123",0.67
"20091124",0.61
"20091125",0.65
"20091127",0.65
"20091130",0.74
"20091201",0.72
"20091202",0.61
"20091203",0.7
"20091204",0.7
"20091207",0.69
"20091208",0.64
"20091209",0.68
"20091210",0.69
"20091211",0.63
"20091214",0.63
"20091215",0.61
"20091216",0.7
"20091217",0.79
"20091218",0.78
"20091221",0.75
"20091222",0.8
"20091223",0.79
"20091224",0.82
"20091228",0.85
"20091229",0.84
"20091230",0.8
"20091231",0.82
"20100104",0.85
"20100105",0.85
"20100106",0.88
"20100107",0.9
"20100108",0.85
"20100111",0.95
"20100112",0.9
"20100113",0.93
"20100114",0.93
"20100115",0.9
"20100119",0.9
"20100120",0.9
"20100121",0.82
"20100122",0.81
"20100125",0.82
"20100126",0.81
"20100127",0.8
"20100128",0.8
"20100129",0.73
"20100201",0.8
"20100202",0.81
"20100203",0.89
"20100204",0.89
"20100205",0.74
"20100208",0.75
"20100209",0.75
"20100210",0.85
"20100211",0.89
"20100212",0.91
"20100216",0.89
"20100217",0.86
"20100218",0.86
"20100219",0.75
"20100222",0.89
"20100223",0.85
"20100224",0.88
"20100225",0.89
"20100226",0.9
"20100301",0.9
"20100302",0.85
"20100303",0.9
"20100304",0.9
"20100305",0.9
"20100308",0.9
"20100309",0.99
"20100310",0.9
"20100311",0.87
"20100312",0.9
"20100315",0.9
"20100316",0.87
"20100317",0.9
"20100318",0.9
"20100319",0.93
"20100322",0.9
"20100323",0.87
"20100324",0.92
"20100325",0.9
"20100326",0.89
"20100329",0.92
"20100330",0.9
"20100331",0.89
"20100401",0.92
"20100405",0.9
"20100406",0.9
"20100407",0.9
"20100408",0.84
"20100409",0.87
"20100412",0.8
"20100413",0.8
"20100414",0.89
"20100415",0.84
"20100416",0.85
"20100419",0.85
"20100420",0.79
"20100421",0.79
"20100422",0.75
"20100423",0.75
"20100426",0.75
"20100427",0.85
"20100428",0.75
"20100429",0.85
"20100430",0.73
"20100503",0.85
"20100504",0.75
"20100505",0.73
"20100506",0.73
"20100507",0.84
"20100510",0.84
"20100511",0.84
"20100512",0.85
"20100513",0.84
"20100514",0.84
"20100517",0.84
"20100518",0.83
"20100519",0.75
"20100520",0.65
"20100521",0.75
"20100524",0.73
"20100525",0.73
"20100526",0.73
"20100527",0.73
"20100528",0.73
"20100601",0.7
"20100602",0.69
"20100603",0.68
"20100604",0.6
"20100607",0.6
"20100608",0.68
"20100609",0.68
"20100610",0.68
"20100611",0.65
"20100614",0.65
"20100615",0.55
"20100616",0.52
"20100617",0.52
"20100618",0.64
"20100621",0.52
"20100622",0.64
"20100623",0.46
"20100624",0.46
"20100625",0.54
"20100628",0.54
"20100629",0.46
"20100630",0.54
"20100701",0.54
"20100702",0.54
"20100706",0.54
"20100707",0.46
"20100708",0.54
"20100709",0.51
"20100712",0.49
"20100713",0.51
"20100714",0.47
"20100715",0.45
"20100716",0.48
"20100719",0.54
"20100720",0.54
"20100721",0.54
"20100722",0.53
"20100723",0.53
"20100726",0.4
"20100727",0.53
"20100728",0.53
"20100729",0.52
"20100730",0.52
"20100802",0.5
"20100803",0.53
"20100804",0.5
"20100805",0.5
"20100806",0.6
"20100809",0.52
"20100810",0.43
"20100811",0.43
"20100812",0.43
"20100813",0.43
"20100816",0.43
"20100817",0.41
"20100818",0.45
"20100819",0.41
"20100820",0.41
"20100823",0.4
"20100824",0.4
"20100825",0.4
"20100826",0.4
"20100827",0.4
"20100830",0.4
"20100831",0.42
"20100901",0.42
"20100902",0.43
"20100903",0.4
"20100907",0.4
"20100908",0.4
"20100909",0.4
"20100910",0.4
"20100913",0.4
"20100914",0.4
"20100915",0.4
"20100916",0.4
"20100917",0.4
"20100920",0.44
"20100921",0.4
"20100922",0.4
"20100923",0.4
"20100924",0.27
"20100927",0.27
"20100928",0.27
"20100929",0.27
"20100930",0.3
"20101001",0.3
"20101004",0.3
"20101005",0.45
"20101006",0.35
"20101007",0.35
"20101008",0.42
"20101011",0.55
"20101012",0.52
"20101013",0.55
"20101014",0.52
"20101015",0.52
"20101018",0.5
"20101019",0.46
"20101020",0.49
"20101021",0.5
"20101022",0.5
"20101025",0.5
"20101026",0.5
"20101027",0.51
"20101028",0.5
"20101029",0.5
"20101101",0.51
"20101102",0.51
"20101103",0.51
"20101104",0.5
"20101105",0.5
"20101108",0.5
"20101109",0.5
"20101110",0.49
"20101111",0.5
"20101112",0.5
"20101115",0.4
"20101116",0.4
"20101117",0.44
"20101118",0.5
"20101119",0.5
"20101122",0.5
"20101123",0.5
"20101124",0.5
"20101126",0.43
"20101129",0.45
"20101130",0.44
"20101201",0.5
"20101202",0.5
"20101203",0.45
"20101206",0.4
"20101207",0.45
"20101208",0.43
"20101209",0.45
"20101210",0.45
"20101213",0.45
"20101214",0.44
"20101215",0.51
"20101216",0.48
"20101217",0.5
"20101220",0.5
"20101221",0.6
"20101222",0.55
"20101223",0.51
"20101227",0.6
"20101228",0.52
"20101229",0.57
"20101230",0.57
"20101231",0.98
"20110103",0.82
"20110104",0.96
"20110105",1.04
"20110106",1.07
"20110107",1.15
"20110110",1.2
"20110111",1.25
"20110112",1.3
"20110113",1.3
"20110114",1.26
"20110118",1.34
"20110119",1.4
"20110120",1.55
"20110121",1.57
"20110124",1.53
"20110125",1.5
"20110126",1.4
"20110127",1.27
"20110128",1.1
"20110131",1.15
"20110201",1.18
"20110202",1.2
"20110203",1.15
"20110204",1.1
"20110207",1.1
"20110208",1.11
"20110209",1.15
"20110210",1.17
"20110211",1.13
"20110214",1.2
"20110215",1.22
"20110216",1.16
"20110217",1.27
"20110218",1.4
"20110222",1.35
"20110223",1.31
"20110224",1.35
"20110225",1.24
"20110228",1.2
"20110301",1.05
"20110302",1.0
"20110303",1.07
"20110304",1.35
"20110307",1.35
"20110308",1.1
"20110309",1.11
"20110310",1.11
"20110311",1.08
"20110314",1.12
"20110315",1.35
"20110316",1.1
"20110317",1.2
"20110318",1.25
"20110321",1.25
"20110322",1.25
"20110323",1.25
"20110324",1.35
"20110325",1.43
"20110328",1.41
"20110329",1.41
"20110330",1.4
"20110331",1.49
"20110401",1.45
"20110404",1.27
"20110405",1.37
"20110406",1.27
"20110407",1.3
"20110408",1.3
"20110411",1.28
"20110412",1.35
"20110413",1.35
"20110414",1.35
"20110415",1.42
"20110418",1.42
"20110419",1.38
"20110420",1.35
"20110421",1.32
"20110425",1.3
"20110426",1.32
"20110427",1.32
"20110428",1.42
"20110429",1.42
"20110502",1.4
"20110503",1.4
"20110504",1.36
"20110505",1.35
"20110506",1.24
"20110509",1.25
"20110510",1.15
"20110511",1.15
"20110512",1.2
"20110513",1.3
"20110516",1.28
"20110517",1.28
"20110518",1.4
"20110519",1.4
"20110520",1.35
"20110523",1.35
"20110524",1.35
"20110525",1.3
"20110526",1.35
"20110527",1.38
"20110531",1.38
"20110601",1.35
"20110602",1.35
"20110603",1.34
"20110606",1.34
"20110607",1.21
"20110608",1.25
"20110609",1.28
"20110610",1.21
"20110613",1.26
"20110614",1.28
"20110615",1.2
"20110616",1.25
"20110617",1.25
"20110620",1.01
"20110621",1.09
"20110622",1.09
"20110623",1.23
"20110624",1.18
"20110627",1.1
"20110628",1.1
"20110629",1.1
"20110630",1.25
"20110701",1.13
"20110705",1.12
"20110706",1.12
"20110707",1.25
"20110708",1.25
"20110711",1.22
"20110712",1.22
"20110713",1.2
"20110714",1.1
"20110715",1.12
"20110718",1.12
"20110719",1.08
"20110720",1.05
"20110721",1.0
"20110722",1.0
"20110725",1.02
"20110726",0.91
"20110727",0.91
"20110728",0.95
"20110729",1.05
"20110801",1.05
"20110802",1.07
"20110803",1.07
"20110804",1.0
"20110805",0.92
"20110808",0.8
"20110809",0.7
"20110810",0.56
"20110811",0.7
"20110812",0.7
"20110815",0.58
"20110816",0.7
"20110817",0.7
"20110818",0.7
"20110819",0.65
"20110822",0.56
"20110823",0.56
"20110824",0.6
"20110825",0.62
"20110826",0.8
"20110829",0.62
"20110830",0.7
"20110831",0.7
"20110901",0.7
"20110902",0.7
"20110906",0.7
"20110907",0.7
"20110908",0.7
"20110909",0.62
"20110912",0.7
"20110913",0.7
"20110914",0.7
"20110915",0.7
"20110916",0.7
"20110919",0.8
"20110920",0.8
"20110921",0.79
"20110922",0.69
"20110923",0.79
"20110926",0.69
"20110927",0.69
"20110928",0.69
"20110929",0.7
"20110930",0.69
"20111003",0.65
"20111004",0.65
"20111005",0.65
"20111006",0.59
"20111007",0.59
"20111010",0.6
"20111011",0.52
"20111012",0.58
"20111013",0.58
"20111014",0.6
"20111017",0.6
"20111018",0.5
"20111019",0.51
"20111020",0.51
"20111021",0.51
"20111024",0.55
"20111025",0.55
"20111026",0.55
"20111027",0.6
"20111028",0.6
"20111031",0.52
"20111101",0.6
"20111102",0.6
"20111103",0.6
"20111104",0.59
"20111107",0.59
"20111108",0.59
"20111109",0.59
"20111110",0.59
"20111111",0.59
"20111114",0.51
"20111115",0.6
"20111116",0.55
"20111117",0.6
"20111118",0.55
"20111121",0.59
"20111122",0.55
"20111123",0.55
"20111125",0.55
"20111128",0.58
"20111129",0.6
"20111130",0.6
"20111201",0.6
"20111202",0.6
"20111205",0.55
"20111206",0.6
"20111207",0.6
"20111208",0.6
"20111209",0.6
"20111212",0.6
"20111213",0.6
"20111214",0.6
"20111215",0.55
"20111216",0.65
"20111219",0.65
"20111220",0.55
"20111221",0.55
"20111222",0.56
"20111223",0.6
"20111227",0.8
"20111228",0.7
"20111229",0.78
"20111230",0.8
"20120103",0.8
"20120104",0.74
"20120105",0.69
"20120106",0.7
"20120109",0.79
"20120110",0.75
"20120111",0.75
"20120112",0.74
"20120113",0.75
"20120117",0.67
"20120118",0.7
"20120119",0.66
"20120120",0.82
"20120123",0.82
"20120124",0.82
"20120125",0.75
"20120126",0.75
"20120127",0.81
"20120130",0.75
"20120131",0.95
"20120201",0.85
"20120202",0.92
"20120203",1.0
"20120206",1.0
"20120207",1.0
"20120208",1.0
"20120209",1.0
"20120210",0.99
"20120213",0.95
"20120214",0.93
"20120215",0.93
"20120216",0.95
"20120217",0.95
"20120221",0.95
"20120222",0.95
"20120223",0.95
"20120224",0.9
"20120227",0.94
"20120228",0.94
"20120229",0.94
"20120301",0.92
"20120302",0.97
"20120305",0.97
"20120306",0.93
"20120307",0.94
"20120308",0.98
"20120309",0.99
"20120312",0.95
"20120313",0.99
"20120314",0.99
"20120315",0.93
"20120316",1.03
"20120319",1.06
"20120320",1.15
"20120321",1.24
"20120322",1.25
"20120323",1.29
"20120326",1.24
"20120327",1.2
"20120328",1.12
"20120329",1.14
"20120330",1.24
"20120402",1.25
"20120403",1.25
"20120404",1.25
"20120405",1.3
"20120409",1.3
"20120410",1.11
"20120411",1.2
"20120412",1.17
"20120413",1.15
"20120416",1.18
"20120417",1.18
"20120418",1.06
"20120419",1.05
"20120420",1.08
"20120423",1.09
"20120424",1.09
"20120425",1.09
"20120426",1.08
"20120427",1.04
"20120430",1.04
"20120501",1.04
"20120502",1.05
"20120503",1.05
"20120504",1.11
"20120507",1.11
"20120508",1.05
"20120509",0.98
"20120510",0.95
"20120511",0.9
"20120514",0.89
"20120515",0.74
"20120516",0.85
"20120517",0.94
"20120518",0.8
"20120521",0.9
"20120522",0.8
"20120523",0.95
"20120524",0.88
"20120525",0.88
"20120529",0.9
"20120530",0.9
"20120531",0.9
"20120601",0.9
"20120604",0.8
"20120605",0.85
"20120606",0.8
"20120607",0.8
"20120608",0.81
"20120611",0.85
"20120612",0.95
"20120613",0.84
"20120614",0.9
"20120615",0.85
"20120618",0.9
"20120619",0.88
"20120620",0.88
"20120621",0.75
"20120622",0.77
"20120625",0.85
"20120626",0.7
"20120627",0.75
"20120628",0.75
"20120629",0.8
"20120702",0.85
"20120703",0.84
"20120705",0.9
"20120706",0.9
"20120709",0.9
"20120710",0.9
"20120711",0.9
"20120712",0.89
"20120713",0.89
"20120716",0.79
"20120717",0.86
"20120718",0.86
"20120719",0.85
"20120720",0.86
"20120723",0.89
"20120724",0.84
"20120725",0.81
"20120726",0.84
"20120727",0.84
"20120730",0.84
"20120731",0.84
"20120801",0.83
"20120802",0.8
"20120803",0.81
"20120806",0.8
"20120807",0.81
"20120808",0.77
